CaseID,Activity,Resource,completeTimestamp
4507035093_00010,Change Quantity,user_043,4913
4507035093_00010,Record Goods Receipt,batch_06,5035
4507035095_00020,Create Purchase Order Item,user_147,4073
4507035095_00020,Change Price,user_147,4271
4507035095_00020,Record Goods Receipt,batch_06,4557
4507035095_00030,Create Purchase Order Item,user_147,4073
4507035095_00030,Change Price,user_147,4271
4507035095_00030,Change Quantity,user_147,4271
4507035095_00030,Vendor creates invoice,NONE,4392
4507035095_00030,Record Goods Receipt,batch_06,4557
4507035095_00040,Create Purchase Order Item,user_147,4073
4507035095_00040,Change Price,user_147,4271
4507035095_00040,Vendor creates invoice,NONE,4392
4507035095_00040,Record Goods Receipt,batch_06,4557
4507035096_00010,Create Purchase Order Item,user_147,4073
4507035096_00010,Vendor creates invoice,NONE,4272
4507035096_00010,Record Goods Receipt,batch_06,4357
4507035096_00020,Create Purchase Order Item,user_147,4073
4507035096_00020,Change Quantity,user_147,4089
4507035096_00020,Vendor creates invoice,NONE,4272
4507035096_00020,Record Goods Receipt,batch_06,4361
4507035097_00010,Create Purchase Order Item,user_147,4073
4507035097_00010,Vendor creates invoice,NONE,4632
4507035097_00010,Record Goods Receipt,batch_06,4718
4507035098_00010,Create Purchase Order Item,user_147,4073
4507035098_00010,Record Goods Receipt,batch_06,4337
4507035098_00020,Create Purchase Order Item,user_147,4073
4507035098_00020,Vendor creates invoice,NONE,4512
4507035098_00020,Record Goods Receipt,batch_06,4547
4507035098_00030,Create Purchase Order Item,user_147,4073
4507035098_00030,Vendor creates invoice,NONE,4512
4507035098_00030,Record Goods Receipt,batch_06,4529
4507035099_00010,Create Purchase Order Item,user_147,4073
4507035099_00010,Vendor creates invoice,NONE,4368
4507035099_00010,Record Goods Receipt,batch_06,4557
4507035100_00010,Create Purchase Order Item,user_147,4073
4507035100_00010,Vendor creates invoice,NONE,4608
4507035100_00010,Record Goods Receipt,batch_06,4689
4507035100_00020,Create Purchase Order Item,user_147,4073
4507035100_00020,Vendor creates invoice,NONE,4608
4507035100_00020,Record Goods Receipt,batch_06,4689
4507035104_00180,Create Purchase Order Item,user_147,4073
4507035104_00180,Record Goods Receipt,batch_06,4214
4507035104_00190,Create Purchase Order Item,user_147,4073
4507035104_00190,Record Goods Receipt,batch_06,4214
4507035104_00200,Create Purchase Order Item,user_147,4073
4507035104_00200,Record Goods Receipt,batch_06,4214
4507035104_00210,Create Purchase Order Item,user_147,4073
4507035104_00210,Record Goods Receipt,batch_06,4214
4507035104_00220,Create Purchase Order Item,user_147,4073
4507035104_00220,Record Goods Receipt,batch_06,4214
4507035104_00230,Create Purchase Order Item,user_147,4073
4507035104_00230,Record Goods Receipt,batch_06,4932
4507035104_00240,Create Purchase Order Item,user_147,4073
4507035104_00240,Record Goods Receipt,batch_06,4214
4507035104_00250,Create Purchase Order Item,user_147,4073
4507035104_00250,Record Goods Receipt,batch_06,4214
4507035104_00260,Create Purchase Order Item,user_147,4073
4507035104_00260,Record Goods Receipt,batch_06,4214
4507035104_00270,Create Purchase Order Item,user_147,4073
4507035104_00270,Record Goods Receipt,batch_06,4214
4507035104_00330,Create Purchase Order Item,user_147,4073
4507035104_00330,Record Goods Receipt,batch_06,4214
4507035104_00340,Create Purchase Order Item,user_147,4073
4507035104_00340,Record Goods Receipt,batch_06,4382
4507035104_00350,Create Purchase Order Item,user_147,4073
4507035104_00350,Record Goods Receipt,batch_06,4214
4507035104_00360,Create Purchase Order Item,user_147,4073
4507035104_00360,Record Goods Receipt,batch_06,4573
4507035104_00370,Create Purchase Order Item,user_147,4073
4507035104_00370,Record Goods Receipt,batch_06,4214
4507035104_00380,Create Purchase Order Item,user_147,4073
4507035104_00380,Record Goods Receipt,batch_06,4214
4507035104_00390,Create Purchase Order Item,user_147,4073
4507035104_00390,Record Goods Receipt,batch_06,4214
4507035104_00400,Create Purchase Order Item,user_147,4073
4507035104_00400,Record Goods Receipt,batch_06,4214
4507035104_00410,Create Purchase Order Item,user_147,4073
4507035104_00410,Record Goods Receipt,batch_06,4214
4507035104_00420,Create Purchase Order Item,user_147,4073
4507035104_00420,Record Goods Receipt,batch_06,4214
4507035104_00430,Create Purchase Order Item,user_147,4073
4507035104_00430,Record Goods Receipt,batch_06,4214
4507035104_00440,Create Purchase Order Item,user_147,4073
4507035104_00440,Record Goods Receipt,batch_06,4214
4507035104_00450,Create Purchase Order Item,user_147,4073
4507035104_00450,Record Goods Receipt,batch_06,4214
4507035104_00460,Create Purchase Order Item,user_147,4073
4507035104_00460,Record Goods Receipt,batch_06,4692
4507035104_00470,Create Purchase Order Item,user_147,4073
4507035104_00470,Record Goods Receipt,batch_06,4766
4507035104_00480,Create Purchase Order Item,user_147,4073
4507035104_00480,Record Goods Receipt,batch_06,4766
4507035104_00600,Create Purchase Order Item,user_147,4073
4507035104_00600,Vendor creates invoice,NONE,4584
4507035104_00600,Record Goods Receipt,batch_06,4679
4507035104_00610,Create Purchase Order Item,user_147,4073
4507035104_00610,Record Goods Receipt,batch_06,4333
4507035104_00690,Create Purchase Order Item,user_147,4073
4507035104_00690,Vendor creates invoice,NONE,4224
4507035104_00690,Record Goods Receipt,batch_06,4234
4507035104_00700,Create Purchase Order Item,user_147,4073
4507035104_00700,Vendor creates invoice,NONE,4224
4507035104_00700,Record Goods Receipt,batch_06,4234
4507035104_00710,Create Purchase Order Item,user_147,4073
4507035104_00710,Record Goods Receipt,batch_06,4333
4507035104_00720,Create Purchase Order Item,user_147,4073
4507035104_00720,Vendor creates invoice,NONE,4224
4507035104_00720,Record Goods Receipt,batch_06,4234
4507035104_00730,Vendor creates invoice,NONE,4224
4507035104_00730,Create Purchase Order Item,user_147,4330
4507035104_00730,Record Goods Receipt,batch_06,4337
4507035106_00070,Create Purchase Order Item,user_147,4073
4507035106_00070,Vendor creates invoice,NONE,4224
4507035106_00070,Record Goods Receipt,batch_06,4232
4507035107_00020,Create Purchase Order Item,user_147,4073
4507035107_00020,Record Goods Receipt,batch_06,4409
4507035107_00030,Create Purchase Order Item,user_147,4073
4507035107_00030,Record Goods Receipt,batch_06,4258
4507035108_00150,Create Purchase Order Item,user_147,4073
4507035108_00150,Vendor creates invoice,NONE,4248
4507035108_00150,Record Goods Receipt,batch_06,4258
4507035108_00160,Create Purchase Order Item,user_147,4073
4507035108_00160,Vendor creates invoice,NONE,4248
4507035108_00160,Record Goods Receipt,batch_06,4258
4507035108_00170,Create Purchase Order Item,user_147,4073
4507035108_00170,Vendor creates invoice,NONE,4248
4507035108_00170,Record Goods Receipt,batch_06,4258
4507035152_00040,Create Purchase Order Item,user_042,4087
4507035152_00040,Record Goods Receipt,user_029,4169
4507035164_00030,Create Purchase Order Item,user_040,4088
4507035164_00030,Vendor creates invoice,NONE,4104
4507035164_00030,Record Goods Receipt,user_029,4169
4507035166_00010,Create Purchase Order Item,user_040,4088
4507035166_00010,Vendor creates invoice,NONE,4224
4507035166_00010,Record Goods Receipt,user_029,4265
4507035196_00010,Create Purchase Order Item,user_043,4089
4507035196_00010,Vendor creates invoice,NONE,4608
4507035196_00010,Record Goods Receipt,user_044,4712
4507035215_00010,Create Purchase Order Item,user_147,4090
4507035215_00010,Vendor creates invoice,NONE,4176
4507035215_00010,Record Goods Receipt,user_044,4351
4507035224_00010,Create Purchase Order Item,user_059,4090
4507035224_00010,Vendor creates invoice,NONE,4752
4507035224_00010,Record Goods Receipt,user_031,4885
4507035225_00010,Create Purchase Order Item,user_072,4090
4507035225_00010,Vendor creates invoice,NONE,5952
4507035225_00010,Record Goods Receipt,batch_06,6180
4507035342_00010,Create Purchase Order Item,user_072,4095
4507035342_00010,Record Goods Receipt,batch_06,4932
4507035342_00020,Create Purchase Order Item,user_072,4095
4507035342_00020,Vendor creates invoice,NONE,6120
4507035342_00020,Record Goods Receipt,batch_06,6204
4507035342_00030,Create Purchase Order Item,user_072,4095
4507035342_00030,Record Goods Receipt,batch_06,5105
4507035342_00040,Create Purchase Order Item,user_072,4095
4507035342_00040,Record Goods Receipt,batch_06,4770
4507035342_00050,Create Purchase Order Item,user_072,4095
4507035342_00050,Record Goods Receipt,batch_06,5554
4507035342_00060,Create Purchase Order Item,user_072,4095
4507035342_00060,Record Goods Receipt,batch_06,4932
4507035342_00070,Create Purchase Order Item,user_072,4095
4507035342_00070,Record Goods Receipt,batch_06,5554
4507035342_00080,Create Purchase Order Item,user_072,4095
4507035342_00080,Record Goods Receipt,batch_06,4932
4507035342_00090,Create Purchase Order Item,user_072,4095
4507035342_00090,Record Goods Receipt,batch_06,6542
4507035342_00100,Create Purchase Order Item,user_072,4095
4507035342_00100,Vendor creates invoice,NONE,5376
4507035342_00100,Record Goods Receipt,batch_06,5445
4507035342_00110,Create Purchase Order Item,user_072,4095
4507035342_00110,Change Quantity,user_072,5554
4507035342_00110,Record Goods Receipt,batch_06,5554
4507035342_00120,Create Purchase Order Item,user_072,4095
4507035342_00120,Vendor creates invoice,NONE,5376
4507035342_00120,Record Goods Receipt,batch_06,5445
4507035342_00130,Create Purchase Order Item,user_072,4095
4507035342_00130,Record Goods Receipt,batch_06,6542
4507035342_00140,Create Purchase Order Item,user_072,4095
4507035342_00140,Record Goods Receipt,batch_06,5105
4507035342_00150,Create Purchase Order Item,user_072,4095
4507035342_00150,Record Goods Receipt,batch_06,4770
4507035342_00160,Create Purchase Order Item,user_072,4095
4507035342_00160,Record Goods Receipt,batch_06,5105
4507035342_00170,Create Purchase Order Item,user_072,4095
4507035342_00170,Vendor creates invoice,NONE,5376
4507035342_00170,Record Goods Receipt,batch_06,5445
4507035342_00180,Create Purchase Order Item,user_072,4095
4507035342_00180,Record Goods Receipt,batch_06,5554
4507035342_00190,Create Purchase Order Item,user_072,4095
4507035342_00190,Record Goods Receipt,batch_06,4932
4507035342_00200,Create Purchase Order Item,user_072,4095
4507035342_00200,Record Goods Receipt,batch_06,5368
4507035342_00210,Vendor creates invoice,NONE,2760
4507035342_00210,Create Purchase Order Item,user_072,4095
4507035342_00210,Record Goods Receipt,batch_06,4932
4507035459_00090,Create Purchase Order Item,user_038,4160
4507035459_00090,Change Price,user_038,4166
4507035459_00090,Record Goods Receipt,user_029,4209
4507035459_00100,Create Purchase Order Item,user_038,4160
4507035459_00100,Change Price,user_038,4166
4507035459_00100,Record Goods Receipt,user_029,4209
4507035459_00110,Create Purchase Order Item,user_038,4160
4507035459_00110,Change Price,user_038,4166
4507035459_00110,Vendor creates invoice,NONE,4872
4507035459_00110,Record Goods Receipt,user_029,4880
4507035459_00120,Create Purchase Order Item,user_038,4160
4507035459_00120,Change Price,user_038,4166
4507035459_00120,Record Goods Receipt,user_029,4209
4507035459_00130,Create Purchase Order Item,user_038,4160
4507035459_00130,Change Price,user_038,4166
4507035459_00130,Record Goods Receipt,user_029,4209
4507035459_00140,Create Purchase Order Item,user_038,4160
4507035459_00140,Change Price,user_038,4166
4507035459_00140,Record Goods Receipt,user_029,4209
4507035459_00150,Create Purchase Order Item,user_038,4160
4507035459_00150,Change Price,user_038,4166
4507035459_00150,Record Goods Receipt,user_029,4209
4507035459_00170,Create Purchase Order Item,user_038,4160
4507035459_00170,Record Goods Receipt,user_029,4209
4507035459_00240,Create Purchase Order Item,user_038,4160
4507035459_00240,Record Goods Receipt,user_029,4209
4507035459_00390,Create Purchase Order Item,user_038,4160
4507035459_00390,Record Goods Receipt,user_029,4209
4507035459_00400,Create Purchase Order Item,user_038,4160
4507035459_00400,Record Goods Receipt,user_029,4209
4507035459_00410,Create Purchase Order Item,user_038,4160
4507035459_00410,Record Goods Receipt,user_029,4209
4507035487_00170,Create Purchase Order Item,user_045,4161
4507035487_00170,Vendor creates invoice,NONE,4200
4507035487_00170,Record Goods Receipt,user_047,4231
4507035494_00030,Create Purchase Order Item,user_164,4161
4507035494_00030,Record Goods Receipt,user_164,4163
4507035503_00010,Create Purchase Order Item,batch_02,4162
4507035503_00010,Record Goods Receipt,user_144,4234
4507035544_00010,Create Purchase Order Item,user_164,4162
4507035544_00010,Record Goods Receipt,batch_12,4400
4507035546_00010,Create Purchase Order Item,user_138,4162
4507035546_00010,Record Goods Receipt,user_138,4162
4507035553_00080,Create Purchase Order Item,user_164,4162
4507035553_00080,Record Goods Receipt,user_164,4163
4507035558_00030,Create Purchase Order Item,user_172,4163
4507035558_00030,Record Goods Receipt,user_172,4163
4507035561_00020,Create Purchase Order Item,user_172,4162
4507035561_00020,Record Goods Receipt,user_172,4163
4507035572_00160,Create Purchase Order Item,user_164,4163
4507035572_00160,Record Goods Receipt,user_164,4163
4507035639_00030,Vendor creates invoice,NONE,4344
4507035639_00030,Vendor creates invoice,NONE,4512
4507035639_00030,Vendor creates debit memo,NONE,4512
4507035639_00030,Create Purchase Order Item,user_172,5747
4507035639_00030,Record Goods Receipt,user_172,5749
4507035648_00010,Create Purchase Order Item,user_138,4165
4507035648_00010,Record Goods Receipt,user_138,4165
4507035648_00020,Create Purchase Order Item,user_138,4165
4507035648_00020,Record Goods Receipt,user_138,4165
4507035651_00010,Create Purchase Order Item,user_138,4165
4507035651_00010,Record Goods Receipt,user_138,4165
4507035651_00020,Create Purchase Order Item,user_138,4165
4507035651_00020,Record Goods Receipt,user_138,4165
4507035651_00030,Create Purchase Order Item,user_138,4165
4507035651_00030,Record Goods Receipt,user_138,4165
4507035651_00040,Create Purchase Order Item,user_138,4165
4507035651_00040,Record Goods Receipt,user_138,4165
4507035652_00010,Create Purchase Order Item,user_138,4165
4507035652_00010,Record Goods Receipt,user_138,4165
4507035653_00020,Create Purchase Order Item,user_138,4165
4507035653_00020,Record Goods Receipt,user_138,4165
4507035654_00010,Create Purchase Order Item,user_138,4165
4507035654_00010,Record Goods Receipt,user_138,4165
4507035665_00100,Create Purchase Order Item,user_045,4165
4507035665_00100,Vendor creates invoice,NONE,4200
4507035665_00100,Record Goods Receipt,user_047,4213
4507035681_00030,Create Purchase Order Item,user_079,4166
4507035681_00030,Change Price,user_039,4209
4507035681_00030,Record Goods Receipt,user_188,4672
4507035777_00010,Create Purchase Order Item,user_036,4185
4507035777_00010,Record Goods Receipt,user_029,4217
4507035789_00010,Create Purchase Order Item,user_040,4185
4507035789_00010,Vendor creates invoice,NONE,4224
4507035789_00010,Record Goods Receipt,user_029,4241
4507035789_00140,Create Purchase Order Item,user_040,4185
4507035789_00140,Vendor creates invoice,NONE,4224
4507035789_00140,Record Goods Receipt,user_029,4241
4507035809_00010,Create Purchase Order Item,user_216,4185
4507035809_00010,Vendor creates invoice,NONE,4272
4507035809_00010,Record Goods Receipt,batch_02,4353
4507035825_00010,Create Purchase Order Item,batch_02,4186
4507035825_00010,Record Goods Receipt,user_144,4234
4507035825_00020,Create Purchase Order Item,batch_02,4186
4507035825_00020,Record Goods Receipt,user_144,4234
4507035825_00030,Create Purchase Order Item,batch_02,4186
4507035825_00030,Record Goods Receipt,user_144,4234
4507035882_00010,Create Purchase Order Item,user_142,4188
4507035882_00010,Vendor creates invoice,NONE,4416
4507035882_00010,Record Goods Receipt,user_080,4425
4507035882_00020,Create Purchase Order Item,user_142,4188
4507035882_00020,Vendor creates invoice,NONE,4440
4507035882_00020,Record Goods Receipt,user_080,4521
4507035882_00060,Create Purchase Order Item,user_142,4188
4507035882_00060,Vendor creates invoice,NONE,4440
4507035882_00060,Record Goods Receipt,user_080,4503
4507035882_00070,Create Purchase Order Item,user_142,4188
4507035882_00070,Vendor creates invoice,NONE,4440
4507035882_00070,Record Goods Receipt,user_080,4503
4507035882_00100,Create Purchase Order Item,user_142,4188
4507035882_00100,Vendor creates invoice,NONE,4440
4507035882_00100,Record Goods Receipt,user_080,4521
4507035882_00130,Create Purchase Order Item,user_142,4188
4507035882_00130,Vendor creates invoice,NONE,4344
4507035882_00130,Record Goods Receipt,user_080,4382
4507035882_00150,Create Purchase Order Item,user_142,4188
4507035882_00150,Vendor creates invoice,NONE,4440
4507035882_00150,Record Goods Receipt,user_080,4503
4507035882_00160,Create Purchase Order Item,user_142,4188
4507035882_00160,Vendor creates invoice,NONE,4344
4507035882_00160,Record Goods Receipt,user_080,4382
4507035882_00190,Create Purchase Order Item,user_142,4188
4507035882_00190,Vendor creates invoice,NONE,4440
4507035882_00190,Record Goods Receipt,user_080,4521
4507035882_00200,Create Purchase Order Item,user_142,4188
4507035882_00200,Vendor creates invoice,NONE,4440
4507035882_00200,Record Goods Receipt,user_080,4521
4507035920_00010,Create Purchase Order Item,user_079,4190
4507035920_00010,Record Goods Receipt,user_188,4241
4507035991_00010,Create Purchase Order Item,user_178,4192
4507035991_00010,Vendor creates invoice,NONE,4896
4507035991_00010,Record Goods Receipt,user_190,4936
4507036011_00060,Create Purchase Order Item,user_079,4192
4507036011_00060,Change Price,user_039,4237
4507036011_00060,Record Goods Receipt,user_188,4501
4507036012_00060,Create Purchase Order Item,user_079,4192
4507036012_00060,Release Purchase Order,user_079,4192
4507036012_00060,Change Approval for Purchase Order,user_079,4193
4507036012_00060,Vendor creates invoice,NONE,4632
4507036012_00060,Change Quantity,user_187,4696
4507036012_00060,Record Goods Receipt,user_188,4697
4507036039_00010,Create Purchase Order Item,user_091,4193
4507036039_00010,Vendor creates invoice,NONE,4704
4507036039_00010,Record Goods Receipt,user_031,4835
4507036106_00030,Create Purchase Order Item,user_042,4207
4507036106_00030,Vendor creates invoice,NONE,4224
4507036106_00030,Record Goods Receipt,user_029,4241
4507036108_00010,Create Purchase Order Item,user_038,4208
4507036108_00010,Vendor creates invoice,NONE,4248
4507036108_00010,Record Goods Receipt,user_029,4255
4507036108_00070,Create Purchase Order Item,user_038,4208
4507036108_00070,Change Price,user_038,4211
4507036108_00070,Vendor creates invoice,NONE,4248
4507036108_00070,Record Goods Receipt,user_029,4255
4507036108_00080,Create Purchase Order Item,user_038,4208
4507036108_00080,Vendor creates invoice,NONE,4248
4507036108_00080,Record Goods Receipt,user_029,4255
4507036108_00250,Create Purchase Order Item,user_038,4208
4507036108_00250,Vendor creates invoice,NONE,4248
4507036108_00250,Record Goods Receipt,user_029,4255
4507036108_00260,Create Purchase Order Item,user_038,4208
4507036108_00260,Vendor creates invoice,NONE,4248
4507036108_00260,Record Goods Receipt,user_029,4255
4507036108_00270,Create Purchase Order Item,user_038,4208
4507036108_00270,Vendor creates invoice,NONE,4248
4507036108_00270,Record Goods Receipt,user_029,4255
4507036108_00280,Create Purchase Order Item,user_038,4208
4507036108_00280,Change Price,user_038,4211
4507036108_00280,Vendor creates invoice,NONE,4248
4507036108_00280,Record Goods Receipt,user_029,4255
4507036108_00290,Create Purchase Order Item,user_038,4208
4507036108_00290,Change Price,user_038,4211
4507036108_00290,Vendor creates invoice,NONE,4248
4507036108_00290,Record Goods Receipt,user_029,4255
4507036108_00300,Create Purchase Order Item,user_038,4208
4507036108_00300,Change Price,user_038,4211
4507036108_00300,Vendor creates invoice,NONE,4872
4507036108_00300,Record Goods Receipt,user_029,4880
4507036108_00310,Create Purchase Order Item,user_038,4208
4507036108_00310,Change Price,user_038,4211
4507036108_00310,Vendor creates invoice,NONE,4248
4507036108_00310,Record Goods Receipt,user_029,4255
4507036108_00320,Create Purchase Order Item,user_038,4208
4507036108_00320,Change Price,user_038,4211
4507036108_00320,Vendor creates invoice,NONE,4248
4507036108_00320,Record Goods Receipt,user_029,4255
4507036123_00020,Create Purchase Order Item,user_040,4208
4507036123_00020,Vendor creates invoice,NONE,4224
4507036123_00020,Record Goods Receipt,user_029,4241
4507036316_00010,Create Purchase Requisition Item,batch_08,4200
4507036316_00010,Create Purchase Order Item,user_142,4212
4507036316_00010,Change Quantity,user_142,6850
4507036316_00010,Record Goods Receipt,user_080,7045
4507036327_00010,Create Purchase Order Item,user_387,4212
4507036327_00010,Vendor creates invoice,NONE,4848
4507036327_00010,Record Goods Receipt,user_304,4855
4507036327_00020,Create Purchase Order Item,user_387,4212
4507036327_00020,Vendor creates invoice,NONE,4848
4507036327_00020,Vendor creates invoice,NONE,4896
4507036327_00020,Record Goods Receipt,user_304,5095
4507036336_00010,Create Purchase Order Item,user_091,4213
4507036336_00010,Vendor creates invoice,NONE,4560
4507036336_00010,Record Goods Receipt,user_031,4740
4507036341_00010,Create Purchase Order Item,user_091,4213
4507036341_00010,Vendor creates invoice,NONE,4680
4507036341_00010,Record Goods Receipt,user_031,5053
4507036343_00010,Create Purchase Order Item,user_091,4213
4507036343_00010,Vendor creates debit memo,NONE,4536
4507036343_00010,Vendor creates invoice,NONE,4536
4507036343_00010,Record Goods Receipt,user_031,4576
4507036344_00010,Create Purchase Order Item,user_091,4213
4507036344_00010,Vendor creates invoice,NONE,4560
4507036344_00010,Record Goods Receipt,user_031,4671
4507036345_00010,Create Purchase Order Item,user_091,4213
4507036345_00010,Vendor creates invoice,NONE,4584
4507036345_00010,Record Goods Receipt,user_031,4695
4507036349_00010,Create Purchase Order Item,user_142,4213
4507036349_00010,Vendor creates invoice,NONE,4440
4507036349_00010,Record Goods Receipt,user_080,4521
4507036349_00020,Create Purchase Order Item,user_142,4213
4507036349_00020,Vendor creates invoice,NONE,4512
4507036349_00020,Record Goods Receipt,user_080,4521
4507036349_00030,Create Purchase Order Item,user_142,4213
4507036349_00030,Vendor creates invoice,NONE,4512
4507036349_00030,Record Goods Receipt,user_080,4521
4507036349_00040,Create Purchase Order Item,user_142,4213
4507036349_00040,Vendor creates invoice,NONE,4440
4507036349_00040,Record Goods Receipt,user_080,4521
4507036349_00110,Create Purchase Order Item,user_142,4213
4507036349_00110,Vendor creates invoice,NONE,4344
4507036349_00110,Record Goods Receipt,user_080,4383
4507036359_00010,Create Purchase Order Item,user_079,4214
4507036359_00010,Record Goods Receipt,batch_06,4336
4507036359_00020,Create Purchase Order Item,user_079,4214
4507036359_00020,Record Goods Receipt,batch_06,4333
4507036359_00030,Create Purchase Order Item,user_079,4214
4507036359_00030,Vendor creates invoice,NONE,4512
4507036359_00030,Record Goods Receipt,batch_06,4529
4507036359_00040,Create Purchase Order Item,user_079,4214
4507036359_00040,Record Goods Receipt,batch_06,4573
4507036359_00050,Create Purchase Order Item,user_079,4214
4507036359_00050,Record Goods Receipt,batch_06,4382
4507036359_00060,Create Purchase Order Item,user_079,4214
4507036359_00060,Record Goods Receipt,batch_06,4382
4507036359_00070,Create Purchase Order Item,user_079,4214
4507036359_00070,Record Goods Receipt,batch_06,4333
4507036359_00080,Create Purchase Order Item,user_079,4214
4507036359_00080,Record Goods Receipt,batch_06,4404
4507036359_00090,Create Purchase Order Item,user_079,4214
4507036359_00090,Record Goods Receipt,batch_06,4382
4507036359_00100,Create Purchase Order Item,user_079,4214
4507036359_00100,Vendor creates invoice,NONE,4512
4507036359_00100,Record Goods Receipt,batch_06,4529
4507036359_00110,Create Purchase Order Item,user_079,4214
4507036359_00110,Record Goods Receipt,batch_06,4333
4507036359_00120,Create Purchase Order Item,user_079,4214
4507036359_00120,Record Goods Receipt,batch_06,4382
4507036359_00210,Create Purchase Order Item,user_079,4214
4507036359_00210,Record Goods Receipt,batch_06,4717
4507036359_00220,Create Purchase Order Item,user_079,4214
4507036359_00220,Record Goods Receipt,batch_06,4932
4507036359_00230,Create Purchase Order Item,user_079,4214
4507036359_00230,Record Goods Receipt,batch_06,4717
4507036359_00310,Create Purchase Order Item,user_079,4214
4507036359_00310,Record Goods Receipt,batch_06,4679
4507036361_00010,Create Purchase Order Item,user_079,4214
4507036361_00010,Record Goods Receipt,user_188,4241
4507036362_00010,Create Purchase Order Item,user_079,4214
4507036362_00010,Record Goods Receipt,batch_06,5197
4507036362_00020,Create Purchase Order Item,user_079,4214
4507036362_00020,Record Goods Receipt,batch_06,5197
4507036362_00030,Create Purchase Order Item,user_079,4214
4507036362_00030,Record Goods Receipt,batch_06,4529
4507036362_00040,Create Purchase Order Item,user_079,4214
4507036362_00040,Record Goods Receipt,batch_06,4529
4507036362_00050,Create Purchase Order Item,user_079,4214
4507036362_00050,Record Goods Receipt,batch_06,4529
4507036362_00060,Create Purchase Order Item,user_079,4214
4507036362_00060,Record Goods Receipt,batch_06,4529
4507036362_00070,Create Purchase Order Item,user_079,4214
4507036362_00070,Record Goods Receipt,batch_06,4529
4507036362_00080,Create Purchase Order Item,user_079,4214
4507036362_00080,Record Goods Receipt,batch_06,4529
4507036362_00090,Create Purchase Order Item,user_079,4214
4507036362_00090,Record Goods Receipt,batch_06,4529
4507036362_00100,Create Purchase Order Item,user_079,4214
4507036362_00100,Record Goods Receipt,batch_06,4529
4507036362_00110,Create Purchase Order Item,user_079,4214
4507036362_00110,Record Goods Receipt,batch_06,4529
4507036362_00120,Create Purchase Order Item,user_079,4214
4507036362_00120,Record Goods Receipt,batch_06,4529
4507036368_00140,Create Purchase Order Item,user_079,4215
4507036368_00140,Vendor creates invoice,NONE,4392
4507036368_00140,Record Goods Receipt,batch_06,4402
4507036368_00150,Create Purchase Order Item,user_079,4215
4507036368_00150,Vendor creates invoice,NONE,4392
4507036368_00150,Record Goods Receipt,batch_06,4402
4507036368_00170,Create Purchase Order Item,user_079,4215
4507036368_00170,Vendor creates invoice,NONE,4344
4507036368_00170,Record Goods Receipt,batch_06,4353
4507036368_00180,Create Purchase Order Item,user_079,4215
4507036368_00180,Vendor creates invoice,NONE,4344
4507036368_00180,Record Goods Receipt,batch_06,4353
4507036368_00200,Create Purchase Order Item,user_079,4215
4507036368_00200,Vendor creates invoice,NONE,4344
4507036368_00200,Record Goods Receipt,batch_06,4353
4507036369_00040,Create Purchase Order Item,user_079,4215
4507036369_00040,Vendor creates invoice,NONE,4344
4507036369_00040,Record Goods Receipt,batch_06,4353
4507036369_00060,Create Purchase Order Item,user_079,4215
4507036369_00060,Vendor creates invoice,NONE,4344
4507036369_00060,Record Goods Receipt,batch_06,4353
4507036369_00070,Create Purchase Order Item,user_079,4215
4507036369_00070,Vendor creates invoice,NONE,4344
4507036369_00070,Record Goods Receipt,batch_06,4353
4507036369_00110,Create Purchase Order Item,user_079,4215
4507036369_00110,Vendor creates invoice,NONE,4344
4507036369_00110,Record Goods Receipt,batch_06,4353
4507036369_00150,Create Purchase Order Item,user_079,4215
4507036369_00150,Vendor creates invoice,NONE,4344
4507036369_00150,Record Goods Receipt,batch_06,4353
4507036370_00020,Create Purchase Order Item,user_079,4215
4507036370_00020,Vendor creates invoice,NONE,4512
4507036370_00020,Record Goods Receipt,batch_06,4543
4507036370_00050,Create Purchase Order Item,user_079,4215
4507036370_00050,Vendor creates invoice,NONE,4536
4507036370_00050,Record Goods Receipt,batch_06,4553
4507036370_00060,Create Purchase Order Item,user_079,4215
4507036370_00060,Record Goods Receipt,batch_06,4548
4507036370_00070,Create Purchase Order Item,user_079,4215
4507036370_00070,Vendor creates invoice,NONE,4920
4507036370_00070,Record Goods Receipt,batch_06,4928
4507036370_00100,Create Purchase Order Item,user_079,4215
4507036370_00100,Vendor creates invoice,NONE,4440
4507036370_00100,Vendor creates debit memo,NONE,4440
4507036370_00100,Record Goods Receipt,batch_06,4529
4507036372_00010,Create Purchase Order Item,user_079,4215
4507036372_00010,Record Goods Receipt,batch_06,4333
4507036372_00020,Create Purchase Order Item,user_079,4215
4507036372_00020,Record Goods Receipt,batch_06,4333
4507036372_00030,Create Purchase Order Item,user_079,4215
4507036372_00030,Record Goods Receipt,batch_06,4861
4507036372_00040,Create Purchase Order Item,user_079,4215
4507036372_00040,Record Goods Receipt,batch_06,4861
4507036372_00050,Create Purchase Order Item,user_079,4215
4507036372_00050,Record Goods Receipt,batch_06,4861
4507036373_00020,Create Purchase Order Item,user_079,4215
4507036373_00020,Record Goods Receipt,batch_06,4838
4507036373_00030,Create Purchase Order Item,user_079,4215
4507036373_00030,Record Goods Receipt,batch_06,4906
4507036373_00040,Create Purchase Order Item,user_147,4379
4507036373_00040,Vendor creates invoice,NONE,5016
4507036373_00040,Record Goods Receipt,batch_06,5057
